E	ee0 
EXISTENTIALISES	ee0 sis3 teen0 chiial0 lis3 ses1
EXISTENTIALISM	ee0 sis3 teen0 chiial0 lis3 svm2
EXISTENTIALIST	ee0 sis3 teen0 chiial0 lis3
EXISTENTIALISTS	ee0 sis3 teen0 chiial0 lis3
EXISTENTIALLY	ee0 sis3 teen0 chiial0 lii2
EXISTENTLY	ee0 sis3 tqn0 lii2
EXISTENTS	ee0 sis3 ten3
EXISTER	ee0 sis3 tqq2
EXISTIBILITY	ee0 sis3 thi1 bi1 li3 tii2
EXISTIBLE	ee0 sis3 thi1 bql2
EXISTING	ee0 sis3 ting2
EXISTLESSNESS	ee0 sis3 thql0 lis3 nees1
EXISTO	ee0 sis3 too2
EXISTS	ee0 ses1
EXIT	ee0 sit1
EXITED	ee0 sit3 thet1
EXITING	ee0 sit3 ting2
EXITS	ee0 sit1
EXITSER	ee0 sit3 sqq2
EXMOUTH	ee0 mqt3
EXODE	ee0 s@@t1
EXODUS	ee0 soo0 das3
EXODUSES	ee0 soo0 das3 ses1
EXOGAMIES	ee0 s@1 khql0 mis3
EXOGAMOUS	ee0 s@1 kh@m0 mas2
EXOGAMY	ee0 s@1 kh@m0 mii2
EXON	ik3 s@@n0
EXONER	ik3 s@@n0 nqq2
EXONERATE	ik3 s@@n0 nqq0 reet1
EXONERATED	ik3 s@@n0 nqq0 reet3 thet1
EXONERATES	ik3 s@@n0 nqq0 reet1
EXONERATING	ik3 s@@n0 nqq0 reet1 ting2
EXONERATION	ik3 s@@n0 nqq0 ree0 chan0
EXONERATIONS	ik3 s@@n0 nqq0 ree0 chan0
EXONERATIVE	ik3 s@@n0 nqq0 rqt1 thiif1
EXONERATOR	ik3 s@@n0 nqq0 ree0 tqq2
EXONERATORS	ik3 s@@n0 nqq0 ree0 tqq2
EXONERS	ik3 s@@n0 nees1
EXORBITAL	ee0 s@@0 bit3 thql2
EXORBITANCE	ee0 s@@0 bit3 thqn2
EXORBITANCES	ee0 s@@0 bit3 then3 ses1
EXORBITANCY	ee0 s@@0 bit3 then0 sii2
EXORBITANT	ee0 s@@0 bit3 then3
EXORBITANTLY	ee0 s@@0 bit3 then3 thlii2
EXORBITATE	ee0 s@@0 bit3 theet1
EXORBITATION	ee0 s@@0 bit3 thqq0 chan0
EXORCISATION	ee0 s@@0 saj3 see0 chan0
EXORCISE	ee0 s@@0 saj3
EXORCISED	ee0 s@@0 saj3
EXORCISER	ee0 s@@0 saj3 sqq2
EXORCISERS	ee0 s@@0 saj3 sqqs2
EXORCISES	ee0 s@@0 saaj0 ses1
EXORCISING	ee0 s@@0 saj3 sing2
EXORCISM	ee0 s@@0 sis3 svm2
EXORCISMS	ee0 s@@0 sis3 svm2
EXORCIST	ee0 s@@0 ses1
EXORCISTIC	ee0 s@@0 sis3 tik1
EXORCISTICAL	ee0 s@@0 sis3 ti3 khql2
EXORCISTS	ee0 s@@0 ses1
EXORCIZE	ee0 s@@0 saj3
EXORCIZED	ee0 s@@0 saj3
EXORCIZES	ee0 s@@0 saj3 ses1
EXORCIZING	ee0 s@@0 saj3 sing2
EXORDIUM	ee0 s@@0 diiam2
EXORDIUMS	ee0 s@@0 diiam2
EXOTERIC	ee0 s@@t3 thqq0 rik1
EXOTERICAL	ee0 s@@t3 thqq0 rik3 khql2
EXOTERICALLY	ee0 s@@t3 thqq0 ri3 khql2 lii2
EXOTERICS	ee0 s@@t3 thqq0 rik1
EXOTIC	ee0 s@@0 thik1
EXOTIC	ee0 s@@0 thik1
EXOTICA	ee0 s@@0 thik3 kqq2
EXOTICALLY	ee0 s@@0 thi1 khq2 lii2
EXOTICALNESS	ee0 s@@0 thi1 khql0 nees1
EXOTICAR	ee0 s@@0 thi1 khql2
EXOTICAS	ee0 s@@0 thi1 kqs2
EXOTICISM	ee0 s@@0 thi1 sis3 svm2
EXOTICISMS	ee0 s@@0 thi1 kis3 svm2
EXOTICIST	ee0 s@@0 thi1 ses1
EXOTICIZATION	ee0 s@@0 thi1 saj3 see0 chan0
EXOTICIZED	ee0 s@@0 thi1 saj3
EXOTICIZES	ee0 s@@0 thi1 saj3 ses1
EXOTICIZING	ee0 s@@0 thi1 saj3 sing2
EXOTICK	ee0 s@@0 thik1
EXPAND	ee0 phxxn0
EXPANDABILITY	ee0 phxxn0 dql0 bi1 li3 tii2
EXPANDABLE	ee0 phxxn0 di1 bql2
EXPANDED	ee0 phxxn0 det1
EXPANDEDLY	ee0 phxxn0 det1 lii2
EXPANDEDNESS	ee0 phxxn0 dit1 nees1
EXPANDENS	ee0 phxxn0 dqn2
EXPANDER	ee0 phxxn0 dqq2
EXPANDERS	ee0 phxxn0 dqs2
EXPANDIA	ee0 phxxn0 diia0
EXPANDIBLE	ee0 phxxn0 di1 bql2
EXPANDING	ee0 phxxn0 ding2
EXPANDINGLY	ee0 phxxn0 ding2 lii2
EXPANDS	ee0 phxxn0
EXPANION	ee0 phxxn0 niian2
EXPANSE	ee0 phxxn3
EXPANSED	ee0 phxxn3
EXPANSES	ee0 phxxn3 ses1
EXPANSIBILITY	ee0 phxxn3 si1 bi1 li3 tii2
EXPANSIBLE	ee0 phxxn3 si1 bql2
EXPANSIBLY	ee0 phxxn3 si1 blii2
EXPANSILE	ee0 phxxn3 saj3
EXPANSION	ee0 phxxn0 chan0
EXPANSIONABLE	ee0 phxxn0 chan0 nql0 bql2
EXPANSIONISM	ee0 phxxn0 chan0 nis3 svm2
EXPANSIONS	ee0 phxxn0 chan0
EXPANSIVE	ee0 phxxn0 siif1
EXPANSIVELY	ee0 phxxn0 siif1 lii2
EXPANSIVENESS	ee0 phxxn0 siif1 nees1
EXPANSIVITIES	ee0 phxxn0 si1 wi3 tii2
EXPANSIVITY	ee0 phxxn0 si1 wi3 tii2
EXPANSON	ee0 phxxn0 san2
EXPATIATE	ee0 phee0 chi1 eet1
EXPATIATED	ee0 phee0 chi1 eet3 thet1
EXPATIATER	ee0 phee0 chi1 ee0 tqq2
EXPATIATES	ee0 phee0 chi1 ee0 tes1
EXPATIATING	ee0 phee0 chi1 eet3 ting2
EXPATIATINGLY	ee0 phee0 chi1 eet3 ting2 lii2
EXPATIATION	ee0 phee0 chi1 ee0 chan0
EXPATIATIONS	ee0 phee0 chi1 ee0 chan0
EXPATIATIVE	ee0 phee0 chi1 ee0 thiif1
EXPATIATORY	ee0 phee0 chi1 ee0 thql0 rii2
EXPATRIATE	ee0 phxt3 thri1 eet1
EXPATRIATED	ee0 phxt3 thri1 eet3 thet1
EXPATRIATES	ee0 phxt3 thri1 eet1
EXPATRIATING	ee0 phxt3 thri1 eet3 ting2
EXPATRIATION	ee0 phxt3 thri1 ee0 chan2
EXPATRIATIONS	ee0 phxt3 thri1 ee0 chan2
EXPATRIOT	ee0 phxt3 thri1 @t1
EXPATRIOTS	ee0 phxt3 thri1 @t1
EXPECIALLY	ee0 phek3 chiial0 lii2
EXPECT	ee0 phek1
EXPECTABILITY	ee0 phek3 thql0 bi1 li3 tii2
EXPECTABLE	ee0 phek3 thi1 bql2
EXPECTABLY	ee0 phek3 thql0 blii2
EXPECTANCE	ee0 phek3 tan2
EXPECTANCIES	ee0 phek3 tqn0 ses1
EXPECTANCY	ee0 phek3 tqn0 sii2
EXPECTANT	ee0 phek3 ten3
EXPECTANTLY	ee0 phek3 tqn0 lii2
EXPECTATION	ee0 phek3 thqq0 chan0
EXPECTATIONAL	ee0 phek3 thqq0 chan0 nal0
EXPECTATIONISM	ee0 phek3 thqq0 chan0 nis3 svm2
EXPECTATIONS	ee0 phek3 thqq0 chan0
EXPECTED	ee0 phek3 thet1
EXPECTEDLY	ee0 phek3 thet1 lii2
EXPECTEDNESS	ee0 phek3 thet1 nees1
EXPECTER	ee0 phek3 tqq2
EXPECTERS	ee0 phek3 tqs2
EXPECTES	ee0 phek1
EXPECTILES	ee0 phek3 taaj0
EXPECTING	ee0 phek3 ting2
EXPECTINGLY	ee0 phek3 ting2 lii2
EXPECTION	ee0 phek3 chan0
EXPECTIONAL	ee0 phek3 chan0 nal0
EXPECTIONS	ee0 phek3 chan0
EXPECTIVE	ee0 phek3 thiif1
EXPECTOR	ee0 phek3 tqq2
EXPECTORANT	ee0 phek3 tql0 ren3
EXPECTORANTS	ee0 phek3 tql0 ren3
EXPECTORATE	ee0 phek3 tql0 reet1
EXPECTORATED	ee0 phek3 tql0 ree0 thet1
EXPECTORATES	ee0 phek3 tql0 reet1
EXPECTORATING	ee0 phek3 tql0 reet3 ting2
EXPECTORATION	ee0 phek3 tql0 ree0 chan0
EXPECTORATIONS	ee0 phek3 tql0 ree0 chan0
EXPECTORATOR	ee0 phek3 tql0 ree0 tqq2
EXPECTORATORS	ee0 phek3 tql0 ree0 tqs2
EXPECTRED	ee0 phek3 threet1
EXPECTS	ee0 phek1
EXPEDE	ee0 piit1
EXPEDIA	ee0 pii0 diia0
EXPEDIENCE	ee0 pii0 diian2
EXPEDIENCES	ee0 pii0 diian2 ses1
EXPEDIENCY	ee0 pii0 diian2 sii2
EXPEDIENT	ee0 pii0 diian2
EXPEDIENTIAL	ee0 pii0 diian0 chiial0
EXPEDIENTIALLY	ee0 pii0 diian0 chiial0 lii2
EXPEDIENTLY	ee0 pii0 diian2 lii2
EXPEDIENTS	ee0 pii0 diian2
EXPEDITE	ee0 pi1 daaj3
EXPEDITED	ee0 pi1 daaj3 thet1
EXPEDITELY	ee0 pi1 daaj3 lii2
EXPEDITER	ee0 pi1 daaj3 tqq2
EXPEDITERS	ee0 pi1 daaj3 tqs2
EXPEDITES	ee0 pi1 daaj3
EXPEDITING	ee0 pi1 daaj3 ting2
EXPEDITION	ee0 pi1 di1 chan0
EXPEDITIONARIES	ee0 pi1 di1 chan0 ris1
EXPEDITIONARY	ee0 pi1 di1 nqs1 rii2
EXPEDITIONER	ee0 pi1 di1 chan0 rqq2
EXPEDITIONING	ee0 pi1 di1 chan0 ning2
EXPEDITIONS	ee0 pi1 di1 chan0
EXPEDITIOUS	ee0 pi1 di1 chqq2
EXPEDITIOUSLY	ee0 pi1 di1 chqs2 lii2
EXPEDITIOUSNESS	ee0 pi1 di1 chqs2 nees1
EXPEDITURE	ee0 pheen0 di1 chqq2
EXPEDITURES	ee0 pheen0 di1 chqq2
EXPEL	ee0 pheel0
EXPELL	ee0 pheel0
EXPELLABLE	ee0 pheel0 loo0 bql2
EXPELLANT	ee0 pheel0 len3
EXPELLED	ee0 pheel0
EXPELLEE	ee0 pheel0 lii2
EXPELLEES	ee0 pheel0 lii2
EXPELLER	ee0 pheel0 lqq2
EXPELLERS	ee0 pheel0 lqs2
EXPELLING	ee0 pheel0 ling2
EXPELLS	ee0 pheel0
EXPELS	ee0 pheel0
EXPENCE	ee0 pqn2
EXPENCES	ee0 pqn0 ses1
EXPEND	ee0 pheen0
EXPENDABILITY	ee0 pheen0 nql0 bi1 li3 tii2
EXPENDABLE	ee0 pheen0 nql0 bql2
EXPENDABLES	ee0 pheen0 nql0 bql2
EXPENDED	ee0 pheen0 det1
EXPENDER	ee0 pheen0 dqq2
EXPENDERS	ee0 pheen0 dqs2
EXPENDIBLE	ee0 pheen0 di1 bql2
EXPENDING	ee0 pheen0 ding2
EXPENDITION	ee0 pheen0 di1 chan0
EXPENDITIONS	ee0 pheen0 di1 chan0
EXPENDITURE	ee0 pheen0 di1 chqq2
EXPENDITURE	ee0 pheen0 di1 chqq2
EXPENDITURES	ee0 pheen0 di1 chqq2
EXPENDS	ee0 pheen0
EXPENS	ee0 pheen0
EXPENSE	ee0 pheen0
EXPENSED	ee0 pheen0
EXPENSEES	ee0 pheen0 ses1
EXPENSEFULLY	ee0 pheen0 fuul0 lii2
EXPENSELESS	ee0 pheen0 lees1
EXPENSES	ee0 pheen0 ses1
EXPENSIBLE	ee0 pheen0 si1 bql2
EXPENSING	ee0 pheen0 sing2
EXPENSIS	ee0 pheen0 sis1
EXPENSIVE	ee0 pheen0 siif1
EXPENSIVELY	ee0 pheen0 siif1 lii2
EXPENSIVENESS	ee0 pheen0 siif1 nees1
EXPENSIVES	ee0 pheen0 siif1
EXPERI	ee0 piia0 rii2
EXPERIEN	ee0 piia0 riian2
EXPERIENCE	ee0 piia0 riian2
EXPERIENCED	ee0 piia0 riian2
EXPERIENCEING	ee0 piia0 riian2 sing2
EXPERIENCER	ee0 piia0 riian2 sqq2
EXPERIENCERS	ee0 piia0 riian2 sqqs2
EXPERIENCES	ee0 piia0 riian2 ses1
EXPERIENCING	ee0 piia0 riian2 sing2
EXPERIENT	ee0 piia0 riian2
EXPERIENTIA	ee0 piia0 riian2 chiia0
EXPERIENTIAL	ee0 piia0 riian2 chiial2
EXPERIENTIALISM	ee0 piia0 riian2 chiial0 lis3 svm2
EXPERIENTIALIST	ee0 piia0 riian2 chiial0 lis3
EXPERIENTIALLY	ee0 piia0 riian2 chiial0 lii2
EXPERIENTIALS	ee0 piia0 riian2 chiial0
EXPERIENTS	ee0 piia0 riian2
EXPERIMENT	ee0 pqq0 ri3 men3
EXPERIMENTAL	ee0 pqq0 ri3 meen3 thql2
EXPERIMENTALISES	ee0 pqq0 ri3 meen3 thql0 lis3 ses1
EXPERIMENTALISM	ee0 pqq0 ri3 meen3 thql0 lis3 svm2
EXPERIMENTALIST	ee0 pqq0 ri3 meen3 thql0 lis3
EXPERIMENTALISTS	ee0 pqq0 ri3 meen3 thql0 lis3
EXPERIMENTALIZE	ee0 pqq0 ri3 meen3 tql0 laj3
EXPERIMENTALIZES	ee0 pqq0 ri3 meen3 tql0 laaj0 ses1
EXPERIMENTALL	ee0 pqq0 ri3 meen3 thool0
EXPERIMENTALLY	ee0 pqq0 ri3 meen3 thql2 lii2
EXPERIMENTANDO	ee0 pqq0 ri3 meen3 thxx0 doo2
EXPERIMENTARIAN	ee0 pqq0 ri3 meen3 thxx0 riian2
EXPERIMENTATION	ee0 pqq0 ri3 meen3 thqq0 chan0
EXPERIMENTATIONS	ee0 pqq0 ri3 meen3 thqq0 chan0
EXPERIMENTATIVE	ee0 pqq0 ri3 meen3 thqq0 thiif1
EXPERIMENTATOR	ee0 pqq0 ri3 meen3 thqq0 tqq2
EXPERIMENTED	ee0 pqq0 ri3 meen3 thet1
EXPERIMENTEE	ee0 pqq0 ri3 meen3 tii2
EXPERIMENTER	ee0 pqq0 ri3 meen3 tqq2
EXPERIMENTERS	ee0 pqq0 ri3 meen3 tqs2
EXPERIMENTING	ee0 pqq0 ri3 meen3 ting2
EXPERIMENTISE	ee0 pqq0 ri3 meen3 tii2
EXPERIMENTISES	ee0 pqq0 ri3 meen3 tis3 ses1
EXPERIMENTIST	ee0 pqq0 ri3 meen3 this3
EXPERIMENTIZE	ee0 pqq0 ri3 meen3 taaj3
EXPERIMENTIZES	ee0 pqq0 ri3 meen3 taaj0 ses1
EXPERIMENTLY	ee0 pqq0 ri3 meen3 lii2
EXPERIMENTOR	ee0 pqq0 rii2 meen3 tqq2
EXPERIMENTS	ee0 pqq0 ri3 meen3
EXPERT	ee0 pqqt1
EXPERTED	ee0 pqq0 thet1
EXPERTEST	ee0 pqq0 this2
EXPERTING	ee0 pqq0 ting2
EXPERTISE	ee0 pqq0 tii2
EXPERTISED	ee0 pqq0 thii2
EXPERTISES	ee0 pqq0 thii2 ses1
EXPERTLY	ee0 pqq0 thlii2
EXPERTNESS	ee0 pqq0 nees1
EXPERTS	ee0 pqqt1
EXPIABLE	ee0 piia0 bql2
EXPIATE	ee0 pi1 eet1
EXPIATED	ee0 pi1 eet3 thet1
EXPIATES	ee0 pi1 ee0 tis1
EXPIATING	ee0 pi1 eet3 ting2
EXPIATION	ee0 pi1 ee0 chan0
EXPIATIONAL	ee0 pi1 ee0 chan0 nal0
EXPIATIONS	ee0 pi1 ee0 chan0
EXPIATOR	ee0 pi1 ee0 tqq2
EXPIATORS	ee0 pi1 ee0 tqq2
EXPIATORY	ee0 pi1 ee0 thql0 rii2
EXPIRABLE	ee0 pi1 ree0 bql2
EXPIRATION	ee0 pi1 ree0 chan0
EXPIRATIONS	ee0 pi1 ree0 chan0
EXPIRATORY	ee0 paaj0 ree0 thql0 rii2
EXPIRE	ee0 paaj0 qq2
EXPIRED	ee0 paaj0 qq2
EXPIRER	ee0 paaj0 rqq2
EXPIRERS	ee0 paaj0 rqqs2
EXPIRES	ee0 paaj0 rqqs2
EXPIRIES	ee0 paaj0 ris1
EXPIRING	ee0 paaj0 ring2
EXPIRINGLY	ee0 paaj0 ring2 lii2
EXPIRY	ee0 paaj0 rii2
EXPLAIN	ee0 pleen0
EXPLAINABILITY	ee0 pleen0 nql0 bi1 li3 tii2
EXPLAINABLE	ee0 pleen0 nql0 bql2
EXPLAINED	ee0 pleen0
EXPLAINER	ee0 pleen0 nqq2
EXPLAINERS	ee0 pleen0 nees1
EXPLAINING	ee0 pleen0 ning2
EXPLAININGLY	ee0 pleen0 ning2 lii2
EXPLAINS	ee0 pleen0
EXPLANATE	ee0 plqn1 neet1
EXPLANATION	ee0 plqn1 nee0 chan0
EXPLANATIONS	ee0 plqn1 nee0 chan0
EXPLANATIVE	ee0 plqn1 nee3 thiif1
EXPLANATIVELY	ee0 plqn1 nee3 thiif1 lii2
EXPLANATORILY	ee0 plqn1 nee3 thql0 ril0 lii2
EXPLANATORS	ee0 plqn1 nee3 tqs2
EXPLANATORY	ee0 plqn1 nee3 rii2
EXPLANTATION	ee0 plqn1 nee0 chan0
EXPLETIVE	ee0 plii0 thiif1
EXPLETIVE	ee0 plii0 thiif1
EXPLETIVELY	ee0 plii0 thiif1 lii2
EXPLETIVENESS	ee0 plii0 thiif1 nees1
EXPLETIVES	ee0 plii0 thiif1
EXPLETIVING	ee0 plii0 thiif1 wing2
EXPLETORY	ee0 plii0 thql0 rii2
EXPLICA	ee0 pli1 khqq2
EXPLICABILITY	ee0 pli1 khql0 bi1 li3 tii2
EXPLICABLE	ee0 pli1 khql0 bql2
EXPLICABLENESS	ee0 pli1 khql0 bql2 nees1
EXPLICABLY	ee0 pli1 khql0 blii2
EXPLICANS	ee0 pli1 khqn2
EXPLICATE	ee0 pli1 kheet1
EXPLICATED	ee0 pli1 khee0 thet1
EXPLICATES	ee0 pli1 kheet1
EXPLICATING	ee0 pli1 kheet3 ting2
EXPLICATION	ee0 pli1 khee0 chan0
EXPLICATIONS	ee0 pli1 khee0 chan0
EXPLICATIVE	ee0 pli1 khee0 thiif1
EXPLICATIVELY	ee0 pli1 khee0 thiif1 lii2
EXPLICATIVITY	ee0 pli1 khee0 thi1 wi3 tii2
EXPLICATOR	ee0 pli1 kee0 tqq2
EXPLICATORS	ee0 pli1 kee0 tqq2
EXPLICATORY	ee0 pli1 khee0 thql0 rii2
EXPLICIT	ee0 pli1 sit1
EXPLICITLY	ee0 pli1 sit3 lii2
EXPLICITNESS	ee0 pli1 sit3 nees1
EXPLICITS	ee0 pli1 sit1
EXPLICITY	ee0 pli1 si3 tii2
EXPLODE	ee0 ploot1
EXPLODED	ee0 pl@@0 det1
EXPLODER	ee0 pl@@0 dqq2
EXPLODERS	ee0 pl@@0 dqs2
EXPLODES	ee0 ploot1
EXPLODING	ee0 pl@@0 ding2
EXPLODINGS	ee0 pl@@0 ding2
EXPLOIT	ee0 pl@@j0
EXPLOIT	ee0 pl@@j0
EXPLOITABLE	ee0 pl@@j0 thqq0 bql2
EXPLOITATION	ee0 pl@@j0 thqq0 chan0
EXPLOITATIONAL	ee0 pl@@j0 thqq0 chan0 nal0
EXPLOITATIONISM	ee0 pl@@j0 thqq0 chan0 nis3 svm2
EXPLOITATIONS	ee0 pl@@j0 thqq0 chan0
EXPLOITED	ee0 pl@@j0 thet1
EXPLOITER	ee0 pl@@j0 tqq2
EXPLOITERS	ee0 pl@@j0 tqs2
EXPLOITING	ee0 pl@@j0 ting2
EXPLOITS	ee0 pl@@j0
EXPLOITS	ee0 pl@@j0
EXPLORA	ee0 pl@@0 rqq2
EXPLORABLE	ee0 pl@@0 ree0 bql2
EXPLORATIO	ee0 ploo0 ree0 tii0 oo2
EXPLORATION	ee0 ploo0 ree0 chan0
EXPLORATIONIST	ee0 ploo0 ree0 chan0 nis3
EXPLORATIONISTS	ee0 ploo0 ree0 chan0 nis3
EXPLORATIONS	ee0 ploo0 ree0 chan0
EXPLORATIVE	ee0 ploo0 ree0 thiif1
EXPLORATIVELY	ee0 ploo0 ree0 thiif1 lii2
EXPLORATIVENESS	ee0 ploo0 ree0 thiif1 nees1
EXPLORATON	ee0 ploo0 ree0 thqn2
EXPLORATORILY	ee0 ploo0 ree0 thql0 ril0 lii2
EXPLORATORIUM	ee0 ploo0 ree0 th@@0 riiam2
EXPLORATORY	ee0 ploo0 ree0 thql0 rii2
EXPLORE	ee0 ploo0
EXPLORED	ee0 ploot1
EXPLORER	ee0 ploo0 rqq2
EXPLORERS	ee0 ploo0 rqqs2
EXPLORES	ee0 ploos2
EXPLORING	ee0 pl@@0 ring2
EXPLORINGLY	ee0 pl@@0 ring2 lii2
EXPLOSION	ee0 pl@@0 chan0
EXPLOSIONES	ee0 pl@@0 chan0
EXPLOSIONS	ee0 pl@@0 chan0
EXPLOSIVE	ee0 pl@@0 siif1
EXPLOSIVELY	ee0 pl@@0 siif1 lii2
EXPLOSIVENESS	ee0 pl@@0 siif1 nees1
EXPLOSIVES	ee0 pl@@0 siif1
EXPO	ee0 poo2
EXPONE	ee0 p@@n0
EXPONENCE	ee0 p@@n0 nqn2
EXPONENCY	ee0 p@@n0 nen0 sii2
EXPONENT	ee0 p@@n0 nen2
EXPONENTIAL	ee0 p@@n0 nen2 chiial0
EXPONENTIALITY	ee0 p@@n0 nen2 chiial0 li3 tii2
EXPONENTIALLY	ee0 p@@n0 nen2 chiial0 lii2
EXPONENTIALS	ee0 p@@n0 nen2 chiial0
EXPONENTIATE	ee0 p@@n0 nen2 chii1 eet1
EXPONENTIATED	ee0 p@@n0 nen2 chii1 eet3 thet1
EXPONENTIATES	ee0 p@@n0 nen2 chii1 eet1
EXPONENTIATING	ee0 p@@n0 nen2 chi1 eet3 ting2
EXPONENTIATION	ee0 p@@n0 nen2 chi3 ee0 chan0
EXPONENTIATIONS	ee0 p@@n0 nen2 chi3 ee0 chan0
EXPONENTION	ee0 p@@n0 nen2 chan0
EXPONENTIONALLY	ee0 p@@n0 nen2 chan0 nal0 lii2
EXPONENTS	ee0 p@@n0 nen2
EXPORT	ee0 p@@t1
EXPORTABILITY	ee0 p@@t3 thql0 bi1 li3 tii2
EXPORTABLE	ee0 p@@t3 thi1 bql2
EXPORTAL	ee0 p@@t3 thql2
EXPORTATION	ee0 p@@t3 thqq0 chan0
EXPORTATIONS	ee0 p@@t3 thqq0 chan0
EXPORTED	ee0 p@@t3 thet1
EXPORTER	ee0 p@@t1 tqq2
EXPORTERS	ee0 p@@t3 tqq2
EXPORTING	ee0 p@@t1 ting2
EXPORTISE	ee0 p@@t1 tii2
EXPORTS	ee0 p@@t1
EXPOS	ee0 poos2
EXPOSAL	ee0 p@@0 sql2
EXPOSALS	ee0 p@@0 sql2
EXPOSE	ee0 p@@0 see2
EXPOSE	ee0 poos2
EXPOSED	ee0 poos2
EXPOSER	ee0 p@@0 sqq2
EXPOSERS	ee0 p@@0 sqqs2
EXPOSES	ee0 p@@0 ses1
EXPOSING	ee0 p@@0 sing2
EXPOSIT	ee0 p@@0 sit1
EXPOSITED	ee0 p@@0 saj3 thet1
EXPOSITING	ee0 p@@0 saj3 ting2
EXPOSITION	ee0 pql0 si3 chan0
EXPOSITIONAL	ee0 pql0 si3 chan0 nal0
EXPOSITIONARY	ee0 pql0 si3 chan0 nql0 rii2
EXPOSITIONS	ee0 pql0 si3 chan0
EXPOSITIVE	ee0 phoo0 si3 thiif1
EXPOSITIVELY	ee0 phoo0 si3 thiif1 lii2
EXPOSITOR	ee0 phoo0 si3 tqq2
EXPOSITORIAL	ee0 phoo0 si3 th@@0 riial0
EXPOSITORIALLY	ee0 phoo0 si3 th@@0 riial0 lii2
EXPOSITORS	ee0 phoo0 si3 tqq2
EXPOSITORY	ee0 phoo0 si3 th@@0 rii2
EXPOSITS	ee0 phoo0 sit1
EXPOSIVES	ee0 phoo0 saj3
EXPOSTULATE	ee0 p@@s3 cha1 leet1
EXPOSTULATED	ee0 p@@s3 cha1 lee0 thet1
EXPOSTULATES	ee0 p@@s3 cha1 leet1
EXPOSTULATING	ee0 p@@s3 cha1 leet3 ting2
EXPOSTULATINGLY	ee0 p@@s3 cha1 leet3 ting2 lii2
EXPOSTULATION	ee0 p@@s3 cha1 lee0 chan0
EXPOSTULATIONS	ee0 p@@s3 cha1 lee0 chan0
EXPOSTULATIVE	ee0 p@@s3 cha1 lee0 thiif1
EXPOSTULATIVELY	ee0 p@@s3 cha1 lee0 thiif1 lii2
EXPOSTULATOR	ee0 p@@s3 cha1 lee0 tqq2
EXPOSTULATORY	ee0 p@@s3 cha1 lee0 thql0 rii2
EXPOSTURE	ee0 p@@s3 chqq2
EXPOSURES	ee0 p@@s3 chqq2
EXPOUND	ee0 paaw0
EXPOUNDABLE	ee0 paaw0 di1 bql2
EXPOUNDED	ee0 paaw0 det1
EXPOUNDER	ee0 paaw0 dqq2
EXPOUNDERS	ee0 paaw0 dqs2
EXPOUNDING	ee0 paaw0 ding2
EXPOUNDS	ee0 paaw0
EXPOUSE	ee0 p@@w3
EXPRESIDENT	ee0 pres3 sit3 den3
EXPRESING	ee0 pres3 sing2
EXPRESS	ee0 pres3
EXPRESSABLE	ee0 pres3 see0 bql2
EXPRESSAGE	ee0 pres3 saac1
EXPRESSE	ee0 pres3 sii2
EXPRESSED	ee0 pres3
EXPRESSER	ee0 pres3 sqq2
EXPRESSES	ee0 pres3 ses1
EXPRESSESD	ee0 pres3 ses1
EXPRESSIBILITY	ee0 pres3 si3 bi1 li3 tii2
EXPRESSIBLE	ee0 pres3 si1 bql2
EXPRESSIBLY	ee0 pres3 si1 blii2
EXPRESSIMA	ee0 pres3 si1 mqq2
EXPRESSING	ee0 pres3 sing2
EXPRESSION	ee0 pres3 chan0
EXPRESSIONABLE	ee0 pres3 chan0 nql0 bql2
EXPRESSIONAL	ee0 pres3 chan0 nal0
EXPRESSIONED	ee0 pres3 chan0
EXPRESSIONISM	ee0 pres3 chan0 nis3 svm2
EXPRESSIONIST	ee0 pres3 chan0 nis3
EXPRESSIONISTIC	ee0 pres3 chan0 nis3 tik1
EXPRESSIONISTICALLY	ee0 pres3 chan0 nis3 ti1 khql2 lii2
EXPRESSIONISTS	ee0 pres3 chan0 nis3
EXPRESSIONLESS	ee0 pres3 chan0 lees1
EXPRESSIONLESSLY	ee0 pres3 chan0 lees1 lii2
EXPRESSIONLESSNESS	ee0 pres3 chan0 lees1 nees1
EXPRESSIONS	ee0 pres3 chan0
EXPRESSIVE	ee0 pres3 siif1
EXPRESSIVELY	ee0 pres3 siif1 lii2
EXPRESSIVENESS	ee0 pres3 siif1 nees1
EXPRESSIVISM	ee0 pres3 si1 wis3 svm2
EXPRESSIVIST	ee0 pres3 si1 wis3
EXPRESSIVITY	ee0 pres3 si1 wi3 tii2
EXPRESSIVO	ee0 pres3 si1 woo2
EXPRESSLY	ee0 pres3 lii2
EXPRESSMAN	ee0 pres3 mxxn0
EXPRESSMEN	ee0 pres3 men0
EXPRESSO	ee0 pres3 soo2
EXPRESSORATE	ee0 pres3 s@@0 reet1
EXPRESSORS	ee0 pres3 sqqs2
EXPRESSOS	ee0 pres3 s@@s3
EXPRESSWAY	ee0 pres3 wee0
EXPRESSWAYS	ee0 pres3 wee0
EXPREST	ee0 pres3
EXPROBATE	ee0 pr@@0 beet1
EXPROPRIATE	ee0 pr@@0 pri1 eet1
EXPROPRIATED	ee0 pr@@0 pri1 eet3 thet1
EXPROPRIATES	ee0 pr@@0 pri1 eet1
