W	dap1 bql2 juu0
WRONGERS	r@@ng0 ngqq2
WRONGEST	r@@ng0 ngis1
WRONGFUL	r@@ng0 fuul0
WRONGFULLY	r@@ng0 fql2 lii2
WRONGFULNESS	r@@ng0 fql2 nees1
WRONGHEAD	r@@ng0 heet3
WRONGHEADED	r@@ng0 heet3 det1
WRONGHEADEDLY	r@@ng0 heet3 det1 lii2
WRONGHEADEDNESS	r@@ng0 heet3 dit1 nees1
WRONGING	r@@ng0 nging2
WRONGLY	r@@ng0 lii2
WRONGNESS	r@@ng0 nees1
WRONGS	r@@ng0
WROTE	root3
WROTED	root3 thet1
WROTH	root3
WROUGHT	root3
WROUGHTON	root3 thqn2
WRUNG	rang0
WRY	raaj0
WRYER	raaj0 qq2
WRYER	raaj0 qq2
WRYEST	raaj0 is1
WRYING	raaj0 ing2
WRYLY	raaj0 lii2
WRYNECK	raaj0 nek3
WRYNECKS	raaj0 nek3
WRYNESS	raaj0 nees1
WRYNESSES	raaj0 nes3 ses1
WUHAN	wuu0 haan0
WUPPERTAL	wuu0 phq1 thaal0
WURZBURG	wqqt3 sa1 bqqk1
WUSIH	wuu0 sii2
WYCOMBE	wi3 khqm2
WYCOMBE	wi3 khqm2
WYMONDHAM	wim0 mqn2 dqm2
WYOMINC	waaj0 @@0 ming3
WYOMING	waaj0 @@0 ming2
WYOMINGS	waaj0 @@0 ming2
WYTHALL	wit3 thql2
WYVERN	waaj3 wqqn0
WYVERNS	waaj3 wqqn0
WAGENKNECHT	wxx0 ken2 nek1
WAKABAYASHI	waa0 ka1 baa0 jaa0 chi3
WALLENBERGS	w@@l0 len0 bqqk1
WANNEMACHER	waan0 nq1 mak3 khqq2
WAREHOUSING	wxx0 haaw3 sing2
WASHINGTONS	w@@0 ching0 tan0
WATERFRONTS	w@@0 thqq2 fr@n3
WEATHERFORD	wet3 dqq2 f@@t1
WEIGHTLESSNESS	weet3 lees3 nees1
WEISENBERGER	waaj3 sen0 bqq0 kqq2
WELTERWEIGHT	weel0 thqq2 weet1
WERTENBERGER	wqq0 then0 bqq0 kqq2
WESTERNIZATION	wees3 thqqn2 naj3 see0 chan2
WHEELABRATOR	wiil0 la1 bree0 thqq2
WHEELWRIGHT	wiil0 raj3
WHIPPOORWILLS	wip3 phqq2 wil0
WHISTLEBLOWER	wis3 sql0 bloo0 wqq2
WHITEWASHED	waj3 w@ch3
WHOLEHEARTED	hool0 haat3 thet1
WIEDERAUFBAU	wii0 dqq0 r@@f3 baaw0
WIENERSCHNITZEL	wiin0 nqq2 cha1 nit3 sql2
WILDCATTERS	waaj0 khxt3 tqq2
WILLENBRING	wil0 len2 bring2
WINDOWPANES	win0 doo2 pheen0
WINTERBOURNE	win0 thqq2 b@@n0
WIPPERFURTH	wip3 pqq2 fqqt3
WITHDRAWALS	wit3 dr@@0 w@l2
WOHLSTETTER	wool0 sa1 tet3 tqq2
WOLLENWEBER	wal0 len0 wep3 bqq2
WOODPECKERS	wuut3 phek3 kqq2
WORKAHOLICS	wqqk3 kha1 h@@l0 lik1
WORTHINGTON	wqqt3 ding0 tan2
WRISTWATCHES	ris3 waach3 ches1
