PA	phaa0
PSEUDOLEGENDARY	suu0 doo0 lec3 cen0 daa0 rii2
PSEUDOLIBERAL	suu0 doo0 li3 bqq0 ral2
PSEUDOLITERARY	suu0 doo0 li3 thqq0 raa0 rii2
PSEUDOMODERN	suu0 doo0 moo0 dqn2
PSEUDOMONA	suu0 doo0 moo0 naa2
PSEUDOMONAD	suu0 doo0 moo0 nxxt1
PSEUDOMONADS	suu0 doo0 moo0 nxxt1
PSEUDOMONAS	suu0 doo0 moo0 naas2
PSEUDONYM	suu0 doo0 niim0
PSEUDONYMED	suu0 doo0 niim0
PSEUDONYMIC	suu0 doo0 nii0 mik1
PSEUDONYMITY	suu0 doo0 nii0 mi3 tii2
PSEUDONYMOUS	suu0 doo0 nii0 mas2
PSEUDONYMOUSLY	suu0 doo0 nii0 mas3 lii2
PSEUDONYMOUSNESS	suu0 doo0 nii0 mas3 nees1
PSEUDONYMS	suu0 doo0 nim0
PSEUDONYMY	suu0 doo0 nii0 mii2
PSEUDOPARALYSES	suu0 doo0 phaa0 ral0 lii0 ses1
PSEUDOPARALYSIS	suu0 doo0 phaa0 ral0 lii0 sis1
PSEUDOPHILOSOPHICAL	suu0 doo0 fii0 loo0 soo0 fi3 khal2
PSEUDOPOD	suu0 doo0 ph@@t1
PSEUDOPODIA	suu0 doo0 ph@@0 diia0
PSEUDOPODIAN	suu0 doo0 ph@@0 diian2
PSEUDOPODIUM	suu0 doo0 ph@@0 diiam2
PSEUDOPROFESSIONAL	suu0 doo0 phroo0 fees3 chan0 nal2
PSEUDOS	suu0 doo0
PSEUDOSCHOLARLY	suu0 doo0 khoo0 laa0 lii2
PSEUDOSCIENCE	suu0 doo0 saaj0 en2
PSEUDOSCIENCES	suu0 doo0 saaj0 en2 ses1
PSEUDOSCIENTIFIC	suu0 doo0 saaj0 en2 thi1 fik1
PSEUDOSCIENTIFICALLY	suu0 doo0 saaj0 en2 thi1 fi3 khal0 lii2
PSEUDOSCIENTIST	suu0 doo0 saaj0 en2 this3
PSEUDOSCIENTISTS	suu0 doo0 saaj0 en2 this3
PSEUDOSCLEROSIS	suu0 doo0 sa1 khlii0 roo0 sis1
PSEUDOSCOPIC	suu0 doo0 sa1 khoo0 pik1
PSEUDOSCOPICALLY	suu0 doo0 sa1 khoo0 pi3 khal0 lii2
PSEUDS	siw0
PSHAW	ch@@0
PSHAWED	ch@@0
PSHAWING	ch@@0 wing2
PSHAWS	ch@@0
PSHYCHOPHYSICAL	saaj0 khoo0 fi3 si1 khal2
PSITTACOSIS	sit3 tha1 khoo0 sis1
PSORIASES	s@@0 raaj0 aa0 ses1
PSORIASIS	s@@0 raaj0 aa0 sis1
PSOROSIS	s@@0 roo0 sis1
PSYCHE	saj3 khii2
PSYCHED	saaj0 khii2
PSYCHEDELIA	saaj0 khii0 deel0 liia0
PSYCHEDELIC	saaj0 khii0 deel0 lik1
PSYCHEDELICALLY	saaj0 khii0 deel0 li3 khal0 lii2
PSYCHEDELICS	saaj0 khii0 deel0 lik1
PSYCHES	saaj0 khii2
PSYCHIATRIC	saaj0 khaaj0 a1 thrik1
PSYCHIATRICAL	saaj0 khaaj0 a1 thri3 khal2
PSYCHIATRICALLY	saaj0 khaaj0 a1 thri3 khal0 lii2
PSYCHIATRICS	saaj0 khaaj0 a1 thrik1
PSYCHIATRICT	saaj0 khaaj0 a1 thrik1
PSYCHIATRIES	saaj0 khaaj0 a1 thrii2
PSYCHIATRIST	saaj0 khaaj0 a1 thris3
PSYCHIATRISTRIC	saaj0 khaaj0 a1 thrik1
PSYCHIATRISTS	saaj0 khaaj0 a1 thris3
PSYCHIATRY	saaj0 khaaj0 a1 thrii2
PSYCHIC	saaj0 khik1
PSYCHICAL	saaj0 khi3 khal2
PSYCHICALLY	saaj0 khi3 khal0 lii2
PSYCHICS	saaj0 khik1
PSYCHOANALYSE	saaj0 khoo0 a1 naa0 laj3
PSYCHOANALYSED	saaj0 khoo0 a1 naa0 laj3
PSYCHOANALYSER	saaj0 khoo0 a1 naa0 laj3 sqq2
PSYCHOANALYSERS	saaj0 khoo0 a1 naa0 laj3 sqq2
PSYCHOANALYSES	saaj0 khoo0 a1 naa0 laj3 ses1
PSYCHOANALYSING	saaj0 khoo0 a1 naa0 laj3 sing2
PSYCHOANALYSIS	saaj0 khoo0 a1 naa0 lii0 sis1
PSYCHOANALYSISTER	saaj0 khoo0 a1 naa0 lii0 sis3 tqq2
PSYCHOANALYST	saaj0 khoo0 a1 naa0 lis3
PSYCHOANALYSTS	saaj0 khoo0 a1 naa0 lis3
PSYCHOANALYTIC	saaj0 khoo0 a1 naa0 li3 tik1
PSYCHOANALYTICAL	saaj0 khoo0 a1 naa0 li3 ti1 khal2
PSYCHOANALYTICALLY	saaj0 khoo0 a1 naa0 li3 ti1 khal0 lii2
PSYCHOANALYZE	saaj0 khoo0 a1 naa0 laj3
PSYCHOANALYZED	saaj0 khoo0 a1 naa0 laj3
PSYCHOANALYZER	saaj0 khoo0 a1 naa0 laj3 sqq2
PSYCHOANALYZERS	saaj0 khoo0 a1 naa0 laj3 sqq2
PSYCHOANALYZES	saaj0 khoo0 a1 naa0 laj3 ses1
PSYCHOANALYZING	saaj0 khoo0 a1 naa0 laj3 sing2
PSYCHOLOGIC	saaj0 khoo0 loo0 cik1
PSYCHOLOGICAL	saaj0 khoo0 loo0 ci1 khal2
PSYCHOLOGICALLY	saaj0 khoo0 loo0 ci1 khal0 lii2
PSYCHOLOGICS	saaj0 khoo0 loo0 cik1
PSYCHOLOGIES	saaj0 khoo0 loo0 cii2
PSYCHOLOGISM	saaj0 khoo0 loo0 cis3 svm2
PSYCHOLOGIST	saaj0 khoo0 loo0 cis3
PSYCHOLOGISTIC	saaj0 khoo0 loo0 cis3 tik1
PSYCHOLOGISTS	saaj0 khoo0 loo0 cis3
PSYCHOLOGIZE	saaj0 khoo0 loo0 caaj3
PSYCHOLOGIZED	saaj0 khoo0 loo0 caaj3
PSYCHOLOGIZING	saaj0 khoo0 loo0 caaj3 sing2
PSYCHOLOGY	saaj0 khoo0 loo0 cii2
PSYCHOMETRIC	saaj0 khoo0 met3 thrik1
PSYCHOMETRICAL	saaj0 khoo0 met3 thri1 khal2
PSYCHOMETRICALLY	saaj0 khoo0 met3 thri1 khal0 lii2
PSYCHOMETRICIAN	saaj0 khoo0 met3 thri1 chiian2
PSYCHOMETRICIANS	saaj0 khoo0 met3 thri1 chiian2
PSYCHOMETRICS	saaj0 khoo0 met3 thrik1
PSYCHOMETRIES	saaj0 khoo0 met3 thrii2
PSYCHOMETRIST	saaj0 khoo0 mi3 thris1
PSYCHOMETRISTS	saaj0 khoo0 mi3 thris1
PSYCHOMETRY	saaj0 khoo0 mi3 thrii2
PSYCHOPATH	saaj0 khoo0 phaat3
PSYCHOPATHIC	saaj0 khoo0 phaa0 thik1
PSYCHOPATHICALLY	saaj0 khoo0 phaa0 thi1khal0 lii2
PSYCHOPATHOLOGIC	saaj0 khoo0 phaa0 thoo0 loo0 cik1
PSYCHOPATHOLOGICAL	saaj0 khoo0 phaa0 thoo0 loo0 ci1 khal2
PSYCHOPATHOLOGICALLY	saaj0 khoo0 phaa0 thoo0 loo0 ci1 khal0 lii2
PSYCHOPATHOLOGIST	saaj0 khoo0 phaa0 thoo0 loo0 cis3
PSYCHOPATHOLOGY	saaj0 khoo0 phaa0 thoo0 loo0 cii2
PSYCHOPATHS	saaj0 khoo0 phaat3
PSYCHOPHOBIA	saaj0 khoo0 foo0 biia1
PSYCHOPHONIC	saaj0 khoo0 foo0 nik1
PSYCHOPHYSIC	saaj0 khoo0 fi3 sik1
PSYCHOPHYSICAL	saaj0 khoo0 fi3 si1 khal2
PSYCHOPHYSICALLY	saaj0 khoo0 fi3 si1 khal0 lii2
PSYCHOPHYSICIST	saaj0 khoo0 fi3 si1 sis3
PSYCHOPHYSICS	saaj0 khoo0 fi3 sik1
PSYCHOPHYSIOLOGIC	saaj0 khoo0 fi3 si1 oo0 loo0 cik1
PSYCHOPHYSIOLOGICAL	saaj0 khoo0 fi3 si1 oo0 loo0 ci1 khal2
PSYCHOPHYSIOLOGIST	saaj0 khoo0 fi3 si1 oo0 loo0 cis3
PSYCHOPHYSIOLOGY	saaj0 khoo0 fi3 si1 oo0 loo0 cii2
PSYCHOSES	saaj0 khoo0 ses1
PSYCHOSIS	saaj0 khoo0 sis1
PSYCHOSOMATIC	saaj0 khoo0 soo0 maa0 tik1
PSYCHOSOMATICALLY	saaj0 khoo0 soo0 maa0 ti1 khal0 lii2
PSYCHOSOMATICS	saaj0 khoo0 soo0 maa0 tik1
PSYCHOSOMATOGRAPH	saaj0 khoo0 soo0 maa0 thoo0 kraaf3
PSYCHOTHERAPEUTIC	saaj0 khoo0 thqq0 raa0 phiw0 tik1
PSYCHOTHERAPEUTICAL	saaj0 khoo0 thqq0 raa0 phiw0 thi1 khal2
PSYCHOTHERAPEUTICS	saaj0 khoo0 thqq0 raa0 phiw0 tik1
PSYCHOTHERAPEUTIST	saaj0 khoo0 thqq0 raa0 phiw0 this3
PSYCHOTHERAPIES	saaj0 khoo0 thqq0 raa0 phii2
PSYCHOTHERAPIST	saaj0 khoo0 thqq0 raa0 phis3
PSYCHOTHERAPISTS	saaj0 khoo0 thqq0 raa0 phis3
PSYCHOTHERAPY	saaj0 khoo0 thqq0 raa0 phii2
PSYCHOTIC	saaj0 khoo0 tik1
PSYCHOTICA	saaj0 khoo0 ti1 kaa2
PSYCHOTICALLY	saaj0 khoo0 thi1 khal0 lii2
PSYCHOTICISM	saaj0 kh@t3 thi1 sis3 svm2
PSYCHOTICS	saaj0 khoo0 tik1
PTARMIGAN	thaa0 mi3 khxn2
PTARMIGANS	thaa0 mi3 khxn2
PTERODACTYL	thee0 roo0 dxk3 thil2
PTERODACTYLIC	thee0 roo0 dxk3 thi1 lik1
PTERODACTYLS	thee0 roo0 dxk3 thil2
PTEROSAUR	thee0 roo0 s@@0
PTEROSAURIAN	thee0 roo0 s@@0 riian2
PTEROSAURS	thee0 roo0 s@@0
PTISAN	thi1 sxxn0
PTOMAIN	th@@0 men0
PTOMAINE	th@@0 men0
PTOMAINES	th@@0 men0
PTY	phii0 thii0 waaj0
PUB	phap1
PUBBY	phap1 bii2
PUBERTY	phiw0 bqq0 tii2
PUBES	phap1
PUBESCENCE	phiw0 bes3 sen2
PUBESCENCY	phiw0 bes3 sen0 sii2
PUBESCENT	phiw0 bes3 sen3
PUBESCENTS	phiw0 bes3 sen3
PUBIAN	phap1 biian2
PUBIC	phiw0 bik1
PUBICATION	phiw0 bi1 khee0 chan2
PUBICLY	phiw0 bik1 lii2
PUBICS	phiw0 bik1
PUBLIC	phap3 blik1
PUBLICA	phap3 bli3 khaa2
PUBLICALLY	phap3 bli3 khal0 lii2
PUBLICAN	phap3 bli3 khan2
PUBLICAND	phap3 bli3 khan3
PUBLICANISM	phap3 bli3 khaa0 nis3 svm2
PUBLICANS	phap3 bli3 khan2
PUBLICAS	phap3 bli3 khaas2
PUBLICATINS	phap3 bli3 khaa0 thin0
PUBLICATION	phap3 bli3 khee0 chan2
PUBLICATIONS	phap3 bli3 khee0 chan2
PUBLICIS	phap3 bli3 ses1
PUBLICISABLE	phap3 bli3 sis1 sa1 bql2
PUBLICISE	phap3 bli3 saj3
PUBLICISED	phap3 bli3 saj3
PUBLICISES	phap3 bli3 saj3 ses1
PUBLICISING	phap3 bli3 saj3 sing2
PUBLICISM	phap3 bli3 sis3 svm2
PUBLICIST	phap3 bli3 si3
PUBLICISTS	phap3 bli3 si3
PUBLICIT	phap3 bli3 sit1
PUBLICITY	phap3 bli3 si3 tii2
PUBLICIZATION	phap3 bli3 saj3 see0 chan2
PUBLICIZE	phap3 bli3 saj3
PUBLICIZED	phap3 bli3 saj3
PUBLICIZER	phap3 bli3 saj3 sqq2
PUBLICIZES	phap3 bli3 saj3 ses1
PUBLICIZING	phap3 bli3 saj3 sing2
PUBLICK	phap3 blik1
PUBLICKER	phap3 bli3 kqq2
PUBLICKLY	phap3 blik1 lii2
PUBLICLY	phap3 blik1 lii2
PUBLICO	phap3 bli3 koo2
PUBLICOS	phap3 bli3 koos2
PUBLICS	phap3 blik1
PUBLICTION	phap3 blik1 chan2
PUBLICUS	phap3 bli3 khas2
PUBLIKE	phap1 laj3
PUBLINKS	phap1 ling3
PUBLISH	phap3 blich1
PUBLISHABLE	phap3 blich3 chee0 bql2
PUBLISHD	phap3 blich1
PUBLISHED	phap3 blich1
PUBLISHER	phap3 blich3 chqq2
PUBLISHERESS	phap3 blich3 chqq0 res1
PUBLISHERS	phap3 blich3 chqq2
PUBLISHES	phap3 blich3 ches1
PUBLISHING	phap3 blich3 ching2
PUBLISHINGS	phap3 blich3 ching2
PUBLISHMENT	phap3 blich3 men3
PUBS	phap1
PUCE	phiw3
PUCES	phiw3 ses1
PUCK	phak3
PUCKER	phak3 kqq2
PUCKERED	phak3 kqq2
PUCKERER	phak3 kqq0 rqq2
PUCKERERS	phak3 kqq0 rqq2
PUCKERING	phak3 kqq0 ring2
PUCKERS	phak3 kqq2
PUCKIES	phak3 kii2
PUCKISH	phak3 khich3
PUCKISHLY	phak3 khich3 lii2
PUCKISHNESS	phak3 khich3 chan0 nees1
PUCKS	phak3
PUCKSTER	phak3 sa1 tqq2
PUCKSTERS	phak3 sa1 tqq2
PUD	phut3
PUDDEN	phut3 den2
PUDDENING	phut3 den0 ning2
PUDDENS	phut3 den2
PUDDING	phut3 ding2
PUDDINGHOUSE	phut3 ding0 haaw3
PUDDINGS	phut3 ding2
PUDDINGTON	phut3 ding0 tan2
PUDDINGY	phut3 ding0 kii2
PUDDLE	phat3 dql2
PUDDLED	phat3 dql2
PUDDLELIKE	phat3 dql0 laj3
PUDDLER	phat3 lqq2
PUDDLERS	phat3 lqq2
PUDDLES	phat3 dql2
PUDDLETOWN	phat3 dql0 thaaw0
PUDDLIER	phat3 liia0
PUDDLIEST	phat3 les3
PUDDLING	phat3 ling2
PUDDLINGS	phat3 ling2
PUDDLY	phat3 lii2
PUDDOCK	phat3 d@k1
PUDDOCKS	phat3 d@k1
PUDENDA	phiw0 den0 daa2
PUDENDAL	phiw0 den0 dql2
PUDENDOUS	phiw0 den0 das2
PUDENDS	phiw0 den2
PUDENDUM	phiw0 den0 dam2
PUDENTIAL	phiw0 den0 chiial2
PUDER	phuut3 dqq2
PUDGIER	phat3 ciia0
PUDGIES	phat3 cii2
PUDGIEST	phat3 ces1
PUDGY	phat3 cii2
PUDLEY	phut3 lee2
PUDSEY	phat0 sii2
PUDWILL	phut3 wil0
PUEBLO	phiw0 bloo0
PUEBLOS	phiw0 bloo0
PUERILE	phuu0 ril0
PUERILISM	phuu0 ril0 lis3 svm2
PUERILITIES	phuu0 ril0 li3 tii2
PUERILITY	phuu0 ril0 li3 tii2
PUERPERA	phiw0 phqq0 raa2
PUERPERAL	phiw0 phqq0 ral2
PUERPERALISM	phiw0 phqq0 ral0 lis3 svm2
PUERPERANT	phiw0 phqq0 rxn3
PUERPEROUS	phiw0 phqq0 rqqs2
PUERPERY	phiw0 phqq0 rii2
PUFF	phaf3
PUFFBALL	phaf3 b@@l0
PUFFBALLS	phaf3 b@@l0
PUFFED	phaf3
PUFFER	phaf3 fqq2
PUFFERS	phaf3 fqq2
PUFFIER	phaf3 fiia0
PUFFIEST	phaf3 fes1
PUFFIN	phaf3 fin2
PUFFINESS	phaf3 fi3 nees1
PUFFINET	phaf3 fi3 net1
PUFFING	phaf3 fing2
PUFFINGLY	phaf3 fing0 lii2
PUFFINGS	phaf3 fing2
PUFFINGTON	phaf3 fing0 tan2
PUFFINS	phaf3 fin2
PUFFS	phaf3
PUFFY	phaf3 fii2
PUG	phak3
PUGGARD	phak3 kaat1
PUGGAREE	phak3 kqq0 rii2
PUGGER	phak3 kqq2
PUGILANT	phiw0 ci1 lxn3
PUGILISM	phiw0 ci1 lis3 svm2
PUGILISMS	phiw0 ci1 lis3 svm2
PUGILIST	phiw0 ci1 lis3
PUGILISTIC	phiw0 ci1 li3 tik1
PUGILISTICA	phiw0 ci1 li3 ti1 kaa2
PUGILISTICAL	phiw0 ci1 li3 ti1 khal2
PUGILISTICALLY	phiw0 ci1 li3 ti1 khal0 lii2
PUGILISTS	phiw0 ci1 lis3
PUGLISI	phiw0 lii0 sii2
PUGMAN	phak3 mxxn0
PUGMIRE	phak3 maaj0 qq2
PUGNACIOUS	phak3 nee0 chiias2
PUGNACIOUSLY	phak3 nee0 chiias3 lii2
PUGNACIOUSNESS	phak3 nee0 chiias3 nees1
PUGNACITY	phak3 naa0 si3 tii2
PUGS	phak3
PUGSLEY	phak3 sa1 lee2
PUKE	phuk3
PUKED	phuk3
PUKES	phuk3
PUKING	phuk3 king2
PUKKA	phuk3 kaa2
PULAU	phuu0 laaw0
PULE	phiw0
PULED	phiw0
PULER	phiw0 lqq2
PULERS	phiw0 lqq2
PULES	phiw0
PULING	phiw0 ling2
PULINGLY	phiw0 ling0 lii2
PULINGS	phiw0 ling2
PULISH	phiw0 lich3
PULL	phuul0
PULLBACK	phuul0 bxk3
PULLBACKS	phuul0 bxk3
PULLDOWN	phuul0 daaw0
PULLED	phuul0
PULLER	phuul0 lqq2
PULLERS	phuul0 lqq2
PULLET	phuul0 let1
PULLETS	phuul0 let1
PULLEY	phuul0 lii2
PULLEYS	phuul0 lii2
PULLING	phuul0 ling2
PULLINGER	phuul0 ling0 ngqq2
PULLINGLY	phuul0 ling0 lii2
PULLINGS	phuul0 ling2
PULLINS	phuul0 lin2
PULLMAN	phuul0 mxxn0
PULLMANCAR	phuul0 mxxn0 kaa0
PULLMANISES	phuul0 mxxn0 nis3 ses1
PULLMANIZE	phuul0 maa0 naj3
PULLMANIZES	phuul0 maa0 naj3 ses1
PULLMANN	phuul0 mxxn0
PULLMANS	phuul0 mxxn0
PULLOUT	phuul0 aaw3
PULLOUTS	phuul0 aaw3
PULLOVER	phuul0 oo0 wqq2
PULLOVERS	phuul0 oo0 wqq2
PULLS	phuul0
PULLULANT	phuul0 luu0 lxn3
PULLULATE	phuul0 luu0 leet1
PULLULATED	phuul0 luu0 lee0 thet1
PULLULATES	phuul0 luu0 leet1
PULLULATING	phuul0 luu0 leet3 ting2
PULLULATION	phuul0 luu0 lee0 chan2
PULMAN	phuul0 mxxn0
PULMANS	phuul0 mxxn0
PULMONAL	phuul0 moo0 nal2
PULMONALIS	phuul0 moo0 naa0 lis1
PULMONARY	phuul0 moo0 naa0 rii2
PULMONIC	phuul0 moo0 nik1
PULMONOLOGIST	phuul0 moo0 noo0 loo0 cis3
PULMONOLOGISTS	phuul0 moo0 noo0 loo0 cis3
PULMONOLOGY	phuul0 moo0 noo0 loo0 cii2
PULP	phal0
PULPABLE	phal0 phaa0 bql2
PULPED	phal0
PULPER	phal0 phqq2
PULPERS	phal0 phqq2
PULPIER	phal0 phiia0
PULPIEST	phal0 phes3
PULPIFIER	phal0 phi1 faaj0 qq2
PULPIFY	phal0 phi1 faaj0
PULPING	phal0 ping2
PULPIT	phal0 phit1
PULPITAL	phal0 phi1 thal2
PULPITED	phal0 phi1 thet1
PULPITER	phal0 phi1 tqq2
PULPITIS	phal0 phi1 this2
PULPITISES	phal0 phi1 this3 ses1
PULPITLESS	phal0 phit3 les1
PULPITS	phal0 phit1
PULPS	phal0
PULPWOOD	phal0 wuut3
PULPWOODS	phal0 wuut3
PULPY	phal0 phii2
PULSAR	phal0 saa2
PULSARS	phal0 saas2
PULSATE	phal0 seet1
PULSATED	phal0 seet3 thet1
PULSATES	phal0 seet1
PULSATILE	phal0 sa1 thaaj0
PULSATILITY	phal0 sa1 thi1 li3 tii2
PULSATING	phal0 seet3 ting2
PULSATION	phal0 see0 chan2
PULSATIONAL	phal0 see0 chan0 nal2
PULSATIONS	phal0 see0 chan2
PULSATIVE	phal0 see0 thif1
PULSATIVELY	phal0 see0 thif1 lii2
PULSATORY	phal0 sa1 th@@0 rii2
PULSE	phal3
PULSED	phal3
PULSEJET	phal3 cet3
PULSEJETS	phal3 cet3
PULSER	phal3 sqq2
PULSERS	phal3 sqq2
PULSES	phal3 ses1
PULSEWIDTH	phal3 wit1
PULSEWIDTHS	phal3 wit1
PULSING	phal3 sing2
PULSINGLY	phal3 sing0 lii2
PULSINGS	phal3 sing2
PULSION	phal3 chan2
PULSIONS	phal3 chan2
PULSIVE	phal3 sif1
PULVAR	phal0 waa2
PULVER	phal0 wqq2
PULVERABLE	phal0 wqq0 raa0 bql2
PULVERATE	phal0 wqq0 reet1
PULVERATION	phal0 wqq0 ree0 chan2
PULVERIN	phal0 wqq0 rin2
PULVERIS	phal0 wqq0 ris1
PULVERISABLE	phal0 wqq0 raj3 see0 bql2
PULVERISABLES	phal0 wqq0 raj3 see0 bql2
PULVERISATION	phal0 wqq0 raj3 see0 chan2
PULVERISED	phal0 wqq0 raj3
PULVERISER	phal0 wqq0 raj3 sqq2
PULVERISERS	phal0 wqq0 raj3 sqq2
PULVERISES	phal0 wqq0 raj3 ses1
PULVERISING	phal0 wqq0 raj3 sing2
PULVERIZABLE	phal0 wqq0 raj3 see0 bql2
PULVERIZABLES	phal0 wqq0 raj3 see0 bql2
PULVERIZATION	phal0 wqq0 raj3 see0 chan2
PULVERIZATOR	phal0 wqq0 raj3 see0 tqq2
PULVERIZE	phal0 wqq0 raj3
PULVERIZED	phal0 wqq0 raj3
PULVERIZER	phal0 wqq0 raj3 sqq2
PULVERIZERS	phal0 wqq0 raj3 sqq2
PULVERIZES	phal0 wqq0 raj3 ses1
PULVERIZING	phal0 wqq0 raj3 sing2
PULVERIZINGLY	phal0 wqq0 raj3 sing0 lii2
PULVERMACHER	phal0 wqq0 maak3 kqq2
PULVEROUS	phal0 wqq0 rqqs2
PULVERS	phal0 wqq2
PUMA	phuu0 maa2
PUMAS	phuu0 maas2
PUMICE	pham0 mis3
PUMICED	pham0 mis3
PUMICER	pham0 mis3 sqq2
PUMICERS	pham0 mis3 sqq2
PUMICES	pham0 mis3 ses1
PUMING	pham0 ming2
PUMMEL	pham0 meel0
PUMMELED	pham0 meel0
PUMMELING	pham0 meel0 ling2
PUMMELINGS	pham0 meel0 ling2
PUMMELLED	pham0 meel0
PUMMELLER	pham0 meel0 lqq2
PUMMELLING	pham0 meel0 ling2
PUMMELO	pham0 meel0 loo2
PUMMELOS	pham0 meel0 loos2
PUMMELS	pham0 meel0
PUMMER	pham0 mqq2
PUMP	pham3
PUMPAGE	pham3 pheec1
PUMPED	pham3
PUMPER	pham3 phqq2
PUMPERNICKEL	pham3 phqq0 nik3 khql2
PUMPERNICKLE	pham3 phqq0 nik3 khql2
PUMPERS	pham3 phqq2
PUMPING	pham3 phing2
PUMPINGS	pham3 phing2
PUMPKIN	pham0 khin2
PUMPKINHEAD	pham0 khin0 heet3
PUMPKINS	pham0 khin2
PUMPLE	pham0 phql2
PUMPS	pham3
PUN	phan0
PUNCH	phan3
PUNCHABLE	phan3 chee0 bql2
PUNCHBALL	phan3 b@@l0
PUNCHBALLS	phan3 b@@l0
PUNCHBOWL	phan3 bool0
PUNCHBOWLS	phan3 bool0
PUNCHED	phan3
PUNCHEON	phan3 chan2
PUNCHEONS	phan3 chan2
PUNCHER	phan3 chqq2
PUNCHERS	phan3 chqq2
PUNCHES	phan3 ches1
PUNCHIEST	phan3 ches1
PUNCHINESS	phan3 chi1 nees1
PUNCHING	phan3 ching2
PUNCHLESS	phan3 lees1
PUNCHLIKE	phan3 laj3
PUNCHLINE	phan3 laaj0
PUNCHLINES	phan3 laaj0
PUNCTATE	phang0 theet1
PUNCTATED	phang0 thee0 thet1
PUNCTATION	phang0 thee0 chan2
PUNCTATOR	phang0 thee0 thqq2
PUNCTATUS	phang0 thee0 thas3
PUNCTILIO	phang0 thi1 lii0 oo2
PUNCTILIOS	phang0 thi1 lii0 @@
PUNCTILIOUS	phang0 thi1 lii0 as3
PUNCTILIOUSLY	phang0 thi1 lii0 as3 lii2
PUNCTILIOUSNESS	phang0 thi1 lii0 as3 nees1
PUNCTUAL	phang0 chuual2
PUNCTUALITY	phang0 chuual2 li1 tii2
PUNCTUALLY	phang0 chuual0 lii2
PUNCTUALNESS	phang0 chuual2 nees1
PUNCTUATE	phang0 chu1 eet1
PUNCTUATED	phang0 chu1 eet3 thet1
PUNCTUATES	phang0 chu1 eet3 thes1
PUNCTUATING	phang0 chu1 eet3 ting2
PUNCTUATION	phang0 chu1 ee0 chan2
PUNCTUATIONAL	phang0 chu1 ee0 chan2 n@l2
PUNCTUATIONALIST	phang0 chu1 ee0 chan2 n@l2 lis3
PUNCTUATIONS	phang0 chu1 ee0 chan2
PUNCTUATOR	phang0 chu1 eet3 tqq2
PUNCTURE	phang0 chqq2
PUNCTURED	phang0 chqt1
PUNCTURER	phang0 chqq0 rqq2
PUNCTURES	phang0 chqq2
PUNCTURING	phang0 chqq2 ring2
PUNDER	phan0 dqq2
PUNDERFUL	phan0 dqq2 fuul0
PUNDIT	phan0 det1
PUNDITIC	phan0 di1 thik1
PUNDITICALLY	phan0 di1 thi1 kh@l2 lii2
PUNDITORIAL	phan0 di1 th@@0 riial2
PUNDITRY	phan0 di1 thrii2
PUNDITS	phan0 det1
PUNDUM	phan0 dam2
PUNGENCE	phan0 cen3
PUNGENCIES	phan0 cen0 sii2
PUNGENCY	phan0 cen0 sii2
PUNGENS	phan0 cen2
PUNGENT	phan0 cen3
PUNGENTLY	phan0 cen3 lii2
PUNGER	phan0 cqq2
PUNIC	phiw0 nik1
PUNICA	phiw0 ni1 kaa2
PUNIER	phiw0 niia0
PUNIEST	phiw0 ni1 es1
PUNILY	phiw0 ni1 lii2
PUNISH	phan0 nich3
PUNISHABILITY	phan0 nich3 cha1 bi1 li1 tii2
PUNISHABLE	phan0 nich3 cha1 bql2
PUNISHABLENESS	phan0 nich3 cha1 bql2 nees1
PUNISHABLY	phan0 nich3 cha1 blii2
PUNISHED	phan0 nich3 chit1
PUNISHER	phan0 nich3 chqq2
PUNISHERS	phan0 nich3 chqq2
PUNISHES	phan0 nich3 ches1
PUNISHING	phan0 nich3 ching2
PUNISHINGLY	phan0 nich3 ching2 lii2
PUNISHMENT	phan0 nich3 men3
PUNISHMENTS	phan0 nich3 men3
PUNITIONS	phiw0 ni1 chan2
PUNITIVE	phiw0 ni1 thiif1
PUNITIVED	phiw0 ni1 thiif3
PUNITIVELY	phiw0 ni1 thiif3 lii2
PUNITIVENESS	phiw0 ni1 thiif3 nees1
PUNITIVES	phiw0 ni1 thiif1
PUNITOR	phiw0 ni1 thqq2
PUNITORY	phiw0 ni1 thqq0 rii2
PUNITY	phiw0 ni1 tii2
PUNIVERSE	phiw0 ni1 wqqs3
PUNJAB	phan0 caab3
PUNK	phang3
PUNKA	phang3 kaa2
PUNKAH	phang3 kaa2
PUNKAHS	phang3 kaas2
PUNKAR	phang3 khq1 rqq2
PUNKED	phang3 khit1
PUNKER	phang3 kqq2
PUNKERS	phang3 kqq2
PUNKEST	phang3 kes1
PUNKEY	phang3 kii2
PUNKIER	phang3 kiia0
PUNKIN	phang3 kin2
PUNKINESS	phang3 ki1 nees1
PUNKINS	phang3 kin2
PUNKS	phang3
PUNKSTER	phang3 sa1 thqq2
PUNKSTERS	phang3 sa1 thqq2
PUNKY	phang3 kii2
PUNNED	phan0 nit1
PUNNER	phan0 nqq2
PUNNERS	phan0 nqq2
PUNNERY	phan0 nqq0 rii2
PUNNET	phan0 net3
PUNNETS	phan0 net3
PUNNETT	phan0 net3
PUNNIC	phan0 nik1
PUNNICAL	phan0 ni1 kh@l2
PUNNING	phan0 ning2
PUNNINGLY	phan0 ning2 lii2
PUNS	phan0
PUNSLEY	phan0 sa1 lee2
PUNSTER	phan0 sa1 thqq2
PUNSTERS	phan0 sa1 thqq2
